FlowId     Src   Dst   Sent (byte)  Total (byte) Duration (ms)  Progress  
86         2     3     45983        45983        0.31           100.00%
87         3     2     11550        11550        0.09           100.00%
88         3     2     13262        13262        0.10           100.00%
89         3     2     8371         8371         0.06           100.00%
90         3     2     11326        11326        0.10           100.00%
91         2     3     19517        19517        0.16           100.00%
92         3     2     6886         6886         0.05           100.00%
93         3     2     11659        11659        0.10           100.00%
94         2     3     13013        13013        0.11           100.00%
95         2     3     5393         5393         0.05           100.00%
96         2     3     7237         7237         0.06           100.00%
97         3     2     32699        32699        0.24           100.00%
98         2     3     10493        10493        0.08           100.00%
99         3     2     19793        19793        0.23           100.00%
100        2     3     8292         8292         0.07           100.00%
101        3     2     12595        12595        0.11           100.00%
102        2     3     7464         7464         0.06           100.00%
103        3     2     37996        37996        0.31           100.00%
104        3     2     65146        65146        0.54           100.00%
105        3     2     29475        29475        0.33           100.00%
106        2     3     157592       157592       1.07           100.00%
107        3     2     7589         7589         0.07           100.00%
108        2     3     7604         7604         0.06           100.00%
109        3     2     4927         4927         0.04           100.00%
110        3     2     13090        13090        0.11           100.00%
111        3     2     6910         6910         0.07           100.00%
112        3     2     7284         7284         0.06           100.00%
113        3     2     6971         6971         0.05           100.00%
114        3     2     10027        10027        0.08           100.00%
115        2     3     5504         5504         0.04           100.00%
116        3     2     26925        26925        0.22           100.00%
117        2     3     6788         6788         0.06           100.00%
118        2     3     43842        43842        0.43           100.00%
119        2     3     23453        23453        0.24           100.00%
120        2     3     7776         7776         0.22           100.00%
121        2     3     7475         7475         0.14           100.00%
122        2     3     7562         7562         0.07           100.00%
123        2     3     12598        12598        0.09           100.00%
124        2     3     6471         6471         0.05           100.00%
125        3     2     5747         5747         0.05           100.00%
126        3     2     56714        56714        0.40           100.00%
127        3     2     21993        21993        0.16           100.00%
128        3     2     8056         8056         0.06           100.00%
129        2     3     5249         5249         0.05           100.00%
130        3     2     6161         6161         0.05           100.00%
131        3     2     6642         6642         0.11           100.00%
132        2     3     5054         5054         0.11           100.00%
133        2     3     5746         5746         0.05           100.00%
134        2     3     12199        12199        0.10           100.00%
135        3     2     63132        63132        0.46           100.00%
136        3     2     5306         5306         0.04           100.00%
137        2     3     5771         5771         0.04           100.00%
138        3     2     7098         7098         0.06           100.00%
139        2     3     5996         5996         0.05           100.00%
140        3     2     10249        10249        0.08           100.00%
141        2     3     8441         8441         0.08           100.00%
142        3     2     11281        11281        0.11           100.00%
143        2     3     13062        13062        0.12           100.00%
144        3     2     4943         4943         0.04           100.00%
145        2     3     6457         6457         0.05           100.00%
146        2     3     5206         5206         0.04           100.00%
147        2     3     4905         4905         0.04           100.00%
148        3     2     10421        10421        0.10           100.00%
149        2     3     5518         5518         0.04           100.00%
150        3     2     4769         4769         0.03           100.00%
151        3     2     7557         7557         0.06           100.00%
152        2     3     19779        19779        0.20           100.00%
153        3     2     110041       110041       1.08           100.00%
154        2     3     6070         6070         0.57           100.00%
155        3     2     5878         5878         0.04           100.00%
156        3     2     5406         5406         0.05           100.00%
157        2     3     13537        13537        0.10           100.00%
158        3     2     4847         4847         0.04           100.00%
159        3     2     6442         6442         0.05           100.00%
160        2     3     20974        20974        0.23           100.00%
161        2     3     5037         5037         0.13           100.00%
162        2     3     5997         5997         0.05           100.00%
163        3     2     5135         5135         0.03           100.00%
164        2     3     7735         7735         0.05           100.00%
165        2     3     21669        21669        0.18           100.00%
166        2     3     15260        15260        0.16           100.00%
167        3     2     5340         5340         0.04           100.00%
168        2     3     7853         7853         0.06           100.00%
169        2     3     8367         8367         0.07           100.00%
170        2     3     5142         5142         0.04           100.00%
171        3     2     23884        23884        0.20           100.00%
172        3     2     5482         5482         0.04           100.00%
173        3     2     7092         7092         0.06           100.00%
174        3     2     5044         5044         0.04           100.00%
175        2     3     46021        46021        0.42           100.00%
176        3     2     13584        13584        0.14           100.00%
177        3     2     14477        14477        0.12           100.00%
178        3     2     18625        18625        0.14           100.00%
179        2     3     32121        32121        0.27           100.00%
180        3     2     5012         5012         0.04           100.00%
181        2     3     30685        30685        0.24           100.00%
182        2     3     13871        13871        0.12           100.00%
183        3     2     5838         5838         0.05           100.00%
184        3     2     13967        13967        0.19           100.00%
185        2     3     5653         5653         0.26           100.00%
186        2     3     41555        41555        0.48           100.00%
187        3     2     11901        11901        0.10           100.00%
188        3     2     5021         5021         0.04           100.00%
189        3     2     12797        12797        0.11           100.00%
190        3     2     6113         6113         0.05           100.00%
191        3     2     5187         5187         0.04           100.00%
192        3     2     53771        53771        0.50           100.00%
193        3     2     7872         7872         0.24           100.00%
194        2     3     9101         9101         0.07           100.00%
195        2     3     9424         9424         0.08           100.00%
196        3     2     5459         5459         0.03           100.00%
197        2     3     4770         4770         0.05           100.00%
198        2     3     16444        16444        0.13           100.00%
199        2     3     14907        14907        0.14           100.00%
200        2     3     11592        11592        0.09           100.00%
201        3     2     176234       176234       1.53           100.00%
202        2     3     42631        42631        0.56           100.00%
203        3     2     11758        11758        0.11           100.00%
204        3     2     7744         7744         0.06           100.00%
205        3     2     8715         8715         0.08           100.00%
206        3     2     5850         5850         0.05           100.00%
207        2     3     7041         7041         0.06           100.00%
208        2     3     86880        86880        0.83           100.00%
209        2     3     65206        65206        0.60           100.00%
210        3     2     5354         5354         0.04           100.00%
211        2     3     8881         8881         0.06           100.00%
212        2     3     9850         9850         0.09           100.00%
213        2     3     10311        10311        0.08           100.00%
214        2     3     6727         6727         0.06           100.00%
215        2     3     13570        13570        0.12           100.00%
216        2     3     5052         5052         0.04           100.00%
217        2     3     31717        31717        0.25           100.00%
218        3     2     6393         6393         0.05           100.00%
219        3     2     29668        29668        0.27           100.00%
220        3     2     13771        13771        0.11           100.00%
221        2     3     5527         5527         0.05           100.00%
222        3     2     5290         5290         0.04           100.00%
223        3     2     17841        17841        0.17           100.00%
224        2     3     17948        17948        0.16           100.00%
225        2     3     65416        65416        0.52           100.00%
226        3     2     24174        24174        0.17           100.00%
227        2     3     8531         8531         0.07           100.00%
228        3     2     8859         8859         0.07           100.00%
229        2     3     11500        11500        0.09           100.00%
230        2     3     22431        22431        0.17           100.00%
231        3     2     12142        12142        0.12           100.00%
232        3     2     9300         9300         0.08           100.00%
233        3     2     8742         8742         0.08           100.00%
234        3     2     32573        32573        0.24           100.00%
235        2     3     125602       125602       1.06           100.00%
236        3     2     53588        53588        0.44           100.00%
237        3     2     6611         6611         0.22           100.00%
238        2     3     6860         6860         0.07           100.00%
239        3     2     30013        30013        0.23           100.00%
240        3     2     7526         7526         0.06           100.00%
241        3     2     4905         4905         0.03           100.00%
242        3     2     10351        10351        0.07           100.00%
243        3     2     55088        55088        0.45           100.00%
244        2     3     4793         4793         0.03           100.00%
245        2     3     116233       116233       0.88           100.00%
246        2     3     4912         4912         0.04           100.00%
247        3     2     5864         5864         0.05           100.00%
248        2     3     10888        10888        0.13           100.00%
249        2     3     62802        62802        0.56           100.00%
250        2     3     8769         8769         0.06           100.00%
251        2     3     5510         5510         0.04           100.00%
252        3     2     9180         9180         0.07           100.00%
253        3     2     6762         6762         0.05           100.00%
254        2     3     94502        94502        0.73           100.00%
255        3     2     6926         6926         0.07           100.00%
256        2     3     4764         4764         0.05           100.00%
257        2     3     21554        21554        0.20           100.00%
258        3     2     10525        10525        0.09           100.00%
259        2     3     51541        51541        0.42           100.00%
260        3     2     7302         7302         0.06           100.00%
261        3     2     10462        10462        0.08           100.00%
262        2     3     6305         6305         0.05           100.00%
263        2     3     6462         6462         0.05           100.00%
264        3     2     94794        94794        0.67           100.00%
265        2     3     8235         8235         0.25           100.00%
266        3     2     69626        69626        0.54           100.00%
267        2     3     5014         5014         0.04           100.00%
268        3     2     8701         8701         0.08           100.00%
269        2     3     723475       723475       6.16           100.00%
270        2     3     24383        24383        1.65           100.00%
271        3     2     4783         4783         0.04           100.00%
272        3     2     59099        59099        0.67           100.00%
273        3     2     6506         6506         0.51           100.00%
274        2     3     11122        11122        0.09           100.00%
275        3     2     9433         9433         0.07           100.00%
276        3     2     22586        22586        0.17           100.00%
277        3     2     14004        14004        0.13           100.00%
278        2     3     7226         7226         0.07           100.00%
279        3     2     6517         6517         0.05           100.00%
280        3     2     252498       252498       1.83           100.00%
281        3     2     5082         5082         0.55           100.00%
282        2     3     35224        35224        0.28           100.00%
283        2     3     6235         6235         0.07           100.00%
284        3     2     5890         5890         0.05           100.00%
285        2     3     23781        23781        0.19           100.00%
286        3     2     5640         5640         0.05           100.00%
287        3     2     18739        18739        0.18           100.00%
288        2     3     6344         6344         0.05           100.00%
289        3     2     9912         9912         0.09           100.00%
290        3     2     7349         7349         0.09           100.00%
291        3     2     8796         8796         0.07           100.00%
292        2     3     7141         7141         0.05           100.00%
293        2     3     11245        11245        0.10           100.00%
294        2     3     11146        11146        0.08           100.00%
295        3     2     387488       387488       3.10           100.00%
296        2     3     12569        12569        1.35           100.00%
297        2     3     7660         7660         1.17           100.00%
298        3     2     6671         6671         0.05           100.00%
299        2     3     8721         8721         0.07           100.00%
300        3     2     11637        11637        0.09           100.00%
301        3     2     6627         6627         0.06           100.00%
302        2     3     24457        24457        0.23           100.00%
303        3     2     13632        13632        0.10           100.00%
304        2     3     9435         9435         0.09           100.00%
305        2     3     13517        13517        0.19           100.00%
306        3     2     24089        24089        0.29           100.00%
307        3     2     12618        12618        0.11           100.00%
308        2     3     39785        39785        0.29           100.00%
309        3     2     5407         5407         0.04           100.00%
310        2     3     8728         8728         0.07           100.00%
311        2     3     8154         8154         0.06           100.00%
312        3     2     6322         6322         0.05           100.00%
313        3     2     7107         7107         0.06           100.00%
314        3     2     17523        17523        0.16           100.00%
315        3     2     8423         8423         0.07           100.00%
316        3     2     10935        10935        0.09           100.00%
317        2     3     4992         4992         0.05           100.00%
318        2     3     5840         5840         0.05           100.00%
319        3     2     579741       579741       4.99           100.00%
320        3     2     25071        25071        0.99           100.00%
321        2     3     31376        31376        1.58           100.00%
322        3     2     9008         9008         1.21           100.00%
323        3     2     8782         8782         0.54           100.00%
324        3     2     6783         6783         0.70           100.00%
325        3     2     9722         9722         0.11           100.00%
326        2     3     6060         6060         0.07           100.00%
327        2     3     7322         7322         0.06           100.00%
328        2     3     10592        10592        0.07           100.00%
329        2     3     23688        23688        0.17           100.00%
330        2     3     7799         7799         0.06           100.00%
331        2     3     12028        12028        0.12           100.00%
332        3     2     5085         5085         0.04           100.00%
333        3     2     121370       121370       1.02           100.00%
334        2     3     10968        10968        0.79           100.00%
335        3     2     9879         9879         0.09           100.00%
336        3     2     5879         5879         0.04           100.00%
337        3     2     253530       253530       2.26           100.00%
338        2     3     15095        15095        0.77           100.00%
339        2     3     7051         7051         0.06           100.00%
340        2     3     49510        49510        0.59           100.00%
341        2     3     6751         6751         0.52           100.00%
342        3     2     7483         7483         0.17           100.00%
343        3     2     24934        24934        0.25           100.00%
344        2     3     9467         9467         0.15           100.00%
345        3     2     10410        10410        0.08           100.00%
346        2     3     14555        14555        0.13           100.00%
347        3     2     6730         6730         0.06           100.00%
348        3     2     6886         6886         0.07           100.00%
349        2     3     4800         4800         0.04           100.00%
350        2     3     7671         7671         0.06           100.00%
351        3     2     19091        19091        0.13           100.00%
352        2     3     6460         6460         0.07           100.00%
353        2     3     5449         5449         0.05           100.00%
354        3     2     103980       103980       0.73           100.00%
355        2     3     91861        91861        0.77           100.00%
356        3     2     32467        32467        0.30           100.00%
357        2     3     7803         7803         0.07           100.00%
358        3     2     78062        78062        0.65           100.00%
359        3     2     6303         6303         0.31           100.00%
360        3     2     7376         7376         0.09           100.00%
361        3     2     26381        26381        0.24           100.00%
362        2     3     24562        24562        0.19           100.00%
363        2     3     25817        25817        0.19           100.00%
364        3     2     27606        27606        0.21           100.00%
365        3     2     5583         5583         0.05           100.00%
366        3     2     13820        13820        0.14           100.00%
367        3     2     6804         6804         0.06           100.00%
368        3     2     5623         5623         0.05           100.00%
369        3     2     16564        16564        0.14           100.00%
370        3     2     5059         5059         0.04           100.00%
371        2     3     10769        10769        0.09           100.00%
372        3     2     1283442      1283442      11.44          100.00%
373        3     2     6454         6454         0.63           100.00%
374        3     2     15957        15957        1.21           100.00%
375        3     2     14932        14932        1.29           100.00%
376        3     2     12714        12714        0.91           100.00%
377        2     3     6674         6674         0.63           100.00%
378        3     2     32269        32269        1.27           100.00%
379        2     3     5380         5380         0.78           100.00%
380        2     3     8472         8472         0.46           100.00%
381        2     3     228981       228981       2.02           100.00%
382        3     2     9666         9666         0.08           100.00%
383        2     3     6191         6191         0.04           100.00%
384        3     2     22022        22022        0.21           100.00%
385        3     2     12319        12319        0.09           100.00%
386        3     2     8484         8484         0.08           100.00%
387        3     2     7032         7032         0.07           100.00%
388        3     2     10007        10007        0.08           100.00%
389        2     3     7068         7068         0.06           100.00%
390        3     2     5578         5578         0.04           100.00%
391        2     3     10687        10687        0.08           100.00%
392        2     3     6615         6615         0.04           100.00%
393        2     3     14507        14507        0.11           100.00%
394        3     2     19873        19873        0.15           100.00%
395        2     3     5948         5948         0.05           100.00%
396        3     2     5098         5098         0.04           100.00%
397        2     3     7679         7679         0.05           100.00%
398        3     2     31899        31899        0.26           100.00%
399        3     2     14583        14583        0.11           100.00%
400        3     2     7516         7516         0.06           100.00%
401        2     3     16504        16504        0.13           100.00%
402        2     3     6927         6927         0.06           100.00%
403        3     2     6924         6924         0.05           100.00%
404        3     2     6661         6661         0.05           100.00%
405        2     3     7202         7202         0.06           100.00%
406        3     2     7500         7500         0.07           100.00%
407        2     3     9424         9424         0.06           100.00%
408        2     3     15093        15093        0.14           100.00%
409        2     3     17837        17837        0.13           100.00%
410        3     2     43748        43748        0.42           100.00%
411        2     3     6006         6006         0.25           100.00%
412        2     3     11832        11832        0.11           100.00%
413        2     3     106081       106081       0.91           100.00%
414        2     3     4949         4949         0.57           100.00%
415        3     2     6851         6851         0.72           100.00%
416        2     3     6602         6602         0.05           100.00%
417        2     3     10807        10807        0.12           100.00%
418        3     2     46684        46684        0.40           100.00%
419        3     2     27882        27882        0.24           100.00%
420        3     2     14840        14840        0.18           100.00%
421        2     3     5376         5376         0.16           100.00%
422        3     2     22735        22735        0.21           100.00%
423        2     3     21569        21569        0.15           100.00%
424        2     3     274723       274723       2.86           100.00%
425        2     3     52784        52784        2.16           100.00%
426        2     3     8854         8854         1.12           100.00%
427        3     2     6498         6498         0.05           100.00%
428        2     3     12286        12286        0.16           100.00%
429        2     3     8017         8017         0.16           100.00%
430        2     3     22068        22068        0.17           100.00%
431        3     2     5046         5046         0.04           100.00%
432        2     3     5329         5329         0.03           100.00%
433        2     3     9743         9743         0.08           100.00%
434        3     2     9902         9902         0.08           100.00%
435        2     3     7346         7346         0.05           100.00%
436        2     3     6696         6696         0.05           100.00%
437        3     2     5437         5437         0.04           100.00%
438        3     2     26113        26113        0.19           100.00%
439        2     3     26741        26741        0.23           100.00%
440        2     3     5041         5041         0.04           100.00%
441        3     2     6598         6598         0.05           100.00%
442        3     2     11430        11430        0.17           100.00%
443        2     3     48642        48642        0.45           100.00%
444        2     3     4880         4880         0.04           100.00%
445        3     2     22582        22582        0.22           100.00%
446        2     3     5403         5403         0.05           100.00%
447        2     3     16887        16887        0.14           100.00%
448        3     2     5633         5633         0.04           100.00%
449        3     2     35803        35803        0.24           100.00%
450        2     3     46691        46691        0.40           100.00%
451        3     2     14921        14921        0.12           100.00%
452        2     3     5935         5935         0.05           100.00%
453        2     3     10453        10453        0.08           100.00%
454        3     2     5648         5648         0.05           100.00%
455        3     2     6299         6299         0.06           100.00%
456        2     3     4816         4816         0.04           100.00%
457        2     3     6842         6842         0.05           100.00%
458        2     3     5752         5752         0.05           100.00%
459        2     3     7120         7120         0.06           100.00%
460        3     2     9525         9525         0.07           100.00%
461        2     3     15058        15058        0.14           100.00%
462        3     2     7785         7785         0.08           100.00%
463        3     2     114286       114286       0.89           100.00%
464        2     3     5139         5139         0.58           100.00%
465        2     3     9789         9789         0.08           100.00%
466        3     2     5291         5291         0.06           100.00%
467        3     2     27584        27584        0.29           100.00%
468        3     2     34678        34678        0.47           100.00%
469        3     2     5752         5752         0.05           100.00%
470        2     3     6168         6168         0.05           100.00%
471        2     3     4838         4838         0.05           100.00%
472        2     3     6543         6543         0.07           100.00%
473        2     3     21996        21996        0.20           100.00%
474        2     3     7417         7417         0.06           100.00%
475        2     3     6482         6482         0.05           100.00%
476        3     2     6076         6076         0.05           100.00%
477        3     2     5623         5623         0.05           100.00%
478        2     3     8842         8842         0.06           100.00%
479        2     3     45501        45501        0.42           100.00%
480        2     3     65703        65703        0.66           100.00%
481        2     3     13105        13105        0.61           100.00%
482        3     2     23726        23726        0.39           100.00%
483        3     2     4981         4981         0.16           100.00%
484        2     3     36053        36053        0.27           100.00%
485        3     2     11870        11870        0.15           100.00%
486        3     2     6257         6257         0.13           100.00%
487        2     3     5596         5596         0.05           100.00%
488        2     3     5344         5344         0.04           100.00%
489        3     2     11952        11952        0.10           100.00%
490        3     2     869465       869465       8.27           100.00%
491        2     3     11694        11694        1.38           100.00%
492        2     3     73468        73468        2.50           100.00%
493        2     3     16514        16514        1.86           100.00%
494        3     2     4918         4918         0.71           100.00%
495        2     3     6978         6978         0.65           100.00%
496        3     2     8151         8151         0.62           100.00%
497        2     3     35651        35651        0.84           100.00%
498        2     3     6780         6780         0.06           100.00%
499        2     3     10656        10656        0.08           100.00%
500        3     2     5092         5092         0.04           100.00%
501        2     3     10033        10033        0.08           100.00%
502        3     2     6571         6571         0.05           100.00%
503        3     2     10506        10506        0.09           100.00%
504        3     2     22012        22012        0.19           100.00%
505        3     2     17152        17152        0.16           100.00%
506        3     2     8073         8073         0.08           100.00%
507        3     2     11869        11869        0.09           100.00%
508        2     3     10595        10595        0.09           100.00%
509        2     3     5431         5431         0.04           100.00%
510        3     2     28634        28634        0.24           100.00%
511        2     3     9323         9323         0.07           100.00%
512        3     2     10791        10791        0.08           100.00%
513        3     2     8906         8906         0.08           100.00%
514        3     2     12555        12555        0.11           100.00%
515        2     3     12601        12601        0.10           100.00%
516        2     3     12603        12603        0.10           100.00%
517        2     3     6049         6049         0.05           100.00%
518        3     2     5109         5109         0.04           100.00%
519        3     2     7255         7255         0.06           100.00%
520        2     3     6170         6170         0.05           100.00%
521        2     3     120753       120753       1.20           100.00%
522        3     2     8669         8669         0.50           100.00%
523        3     2     5009         5009         0.43           100.00%
524        2     3     5945         5945         0.05           100.00%
525        3     2     5086         5086         0.04           100.00%
526        3     2     7713         7713         0.06           100.00%
527        2     3     7986         7986         0.06           100.00%
528        2     3     8630         8630         0.06           100.00%
529        2     3     5229         5229         0.04           100.00%
530        3     2     10279        10279        0.07           100.00%
531        2     3     5265         5265         0.04           100.00%
532        3     2     13106        13106        0.09           100.00%
533        3     2     92171        92171        0.73           100.00%
534        3     2     22056        22056        0.21           100.00%
535        3     2     6827         6827         0.09           100.00%
536        2     3     6412         6412         0.05           100.00%
537        3     2     156116       156116       1.34           100.00%
538        3     2     15600        15600        1.00           100.00%
539        3     2     16518        16518        0.14           100.00%
540        3     2     8428         8428         0.06           100.00%
541        3     2     14248        14248        0.12           100.00%
542        2     3     6829         6829         0.05           100.00%
543        3     2     23263        23263        0.21           100.00%
544        3     2     10485        10485        0.08           100.00%
545        3     2     7969         7969         0.07           100.00%
546        3     2     13823        13823        0.11           100.00%
547        2     3     6459         6459         0.05           100.00%
548        2     3     8300         8300         0.07           100.00%
549        3     2     46673        46673        0.38           100.00%
550        3     2     11339        11339        0.08           100.00%
551        3     2     41015        41015        0.35           100.00%
552        3     2     6684         6684         0.06           100.00%
553        3     2     5214         5214         0.03           100.00%
554        2     3     34964        34964        0.32           100.00%
555        2     3     4921         4921         0.05           100.00%
556        2     3     6738         6738         0.05           100.00%
557        3     2     5491         5491         0.04           100.00%
558        3     2     5946         5946         0.07           100.00%
559        3     2     10055        10055        0.08           100.00%
560        2     3     5038         5038         0.03           100.00%
561        2     3     8515         8515         0.07           100.00%
562        2     3     7340         7340         0.09           100.00%
563        3     2     9502         9502         0.07           100.00%
564        3     2     8291         8291         0.07           100.00%
565        3     2     25900        25900        0.22           100.00%
566        3     2     5117         5117         0.04           100.00%
567        2     3     6934         6934         0.06           100.00%
568        3     2     17038        17038        0.15           100.00%
569        3     2     7113         7113         0.05           100.00%
570        2     3     11800        11800        0.16           100.00%
571        3     2     39660        39660        0.41           100.00%
572        3     2     6747         6747         0.05           100.00%
573        2     3     26412        26412        0.24           100.00%
574        2     3     6941         6941         0.06           100.00%
575        3     2     20872        20872        0.16           100.00%
576        2     3     16578        16578        0.13           100.00%
577        3     2     18177        18177        0.18           100.00%
578        2     3     33203        33203        0.27           100.00%
579        2     3     116705       116705       0.79           100.00%
580        3     2     89160        89160        0.65           100.00%
581        2     3     5589         5589         0.46           100.00%
582        2     3     8827         8827         0.15           100.00%
583        3     2     6365         6365         0.06           100.00%
584        3     2     15079        15079        0.12           100.00%
585        3     2     6429         6429         0.05           100.00%
586        2     3     6833         6833         0.05           100.00%
587        3     2     14259        14259        0.13           100.00%
588        2     3     6603         6603         0.05           100.00%
589        3     2     19433        19433        0.15           100.00%
590        3     2     11215        11215        0.08           100.00%
591        2     3     9878         9878         0.08           100.00%
592        2     3     38976        38976        0.32           100.00%
593        3     2     5554         5554         0.04           100.00%
594        2     3     5552         5552         0.04           100.00%
595        2     3     6965729      6965729      66.89          100.00%
596        2     3     6816         6816         0.77           100.00%
597        3     2     325765       325765       4.81           100.00%
598        2     3     150398       150398       3.38           100.00%
599        3     2     9772         9772         1.77           100.00%
600        3     2     9867         9867         0.51           100.00%
601        2     3     309559       309559       6.37           100.00%
602        3     2     7562         7562         0.94           100.00%
603        2     3     11701        11701        1.54           100.00%
604        2     3     7063         7063         0.77           100.00%
605        3     2     10127        10127        0.95           100.00%
606        3     2     8898         8898         0.81           100.00%
607        3     2     63779        63779        1.60           100.00%
608        2     3     27458        27458        1.11           100.00%
609        3     2     9854         9854         0.69           100.00%
610        3     2     116529       116529       2.72           100.00%
611        3     2     37855        37855        2.09           100.00%
612        2     3     187087       187087       6.79           100.00%
613        2     3     9028         9028         1.60           100.00%
614        3     2     9361         9361         1.38           100.00%
615        3     2     8150         8150         1.24           100.00%
616        3     2     11557        11557        0.84           100.00%
617        2     3     4876         4876         0.70           100.00%
618        3     2     9165         9165         1.01           100.00%
619        2     3     4804         4804         0.55           100.00%
620        3     2     7608         7608         0.51           100.00%
621        3     2     8975         8975         0.79           100.00%
622        2     3     6305         6305         0.67           100.00%
623        2     3     88769        88769        3.03           100.00%
